pl_name,hostname,sy_starnum,sy_planetnum,disc_year,disc_facility,T_orbit,orb_semimajor_AU,R_pl_earths,M_pl_earths,orb_eccentricity,avg_temp,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_grav_surface,rastr,right_asc,decstr,declination,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,star_id,Fe,O,S,Ca,Mg,C,Si,Ti,planet_letter,T_orbit_right,orb_eccentricity_right,orb_semimajor_AU_right,M_pl_earths_right,R_pl_earths_right,inclination,atm_main_gases,atm_percentages,atm_trace_gases,pl_insolation
Kepler-399 c,Kepler-399,1,3,2014,Kepler,26.67569,0.155,1.43,2.63,0.0,630,,5502.0,0.68,0.9,0.14,[Fe/H],4.62,19h58m00.41s,299.5017242,+40d40m14.76s,40.6707669,740.537,14.686,12.698,14.5277,Kepler-399,-0.18,-0.17,0.0,-0.13,-0.13,-0.15,-0.16,-0.13,c,26.68,0.0,0.16,0.0,0.0,89.38,S,99.5,SO2,8254.737623064766
Kepler-399 d,Kepler-399,1,3,2014,Kepler,58.034616,0.261,1.89,4.23,0.0,486,,5502.0,0.68,0.9,0.14,[Fe/H],4.62,19h58m00.41s,299.5017242,+40d40m14.76s,40.6707669,740.537,14.686,12.698,14.5277,Kepler-399,-0.18,-0.17,0.0,-0.13,-0.13,-0.15,-0.16,-0.13,d,58.03,0.0,0.26,0.0,0.0,89.95,O|N|H2O|S,13.844452601494353|55.377810405977414|29.433306230776996|0.8444307617512355,SO2,6361.343821130066
Kepler-4 b,Kepler-4,1,1,2009,Kepler,3.21346,0.0456,4.002,24.472,0.0,1650,,5857.0,1.49,1.22,0.17,[Fe/H],4.17,19h02m27.71s,285.6154492,+50d08m08.78s,50.1357712,487.916,12.285,10.805,12.1577,Kepler-4,0.14,0.1,0.0,0.2,0.1,0.06,0.1,0.14,b,3.21,0.0,0.04,0.0,0.0,89.95,O|N|H2O|S,13.899063291338932|55.596253165355726|29.54940855738657|0.4552749859187759,SO2,23981.702843211853
Kepler-400 b,Kepler-400,1,2,2014,Kepler,9.024389,0.087,1.65,3.36,0.0,939,,5886.0,1.15,1.08,0.084,[M/H],4.35,19h23m46.67s,290.9444679,+40d28m48.19s,40.4800528,845.97,13.762,12.296,13.8395,Kepler-400,0.07,-0.01,0.0,0.05,0.01,0.07,-0.02,0.01,b,9.02,0.0,0.0,0.0,0.14,0.0,None,None,None,15328.640258895142
Kepler-400 c,Kepler-400,1,2,2014,Kepler,17.340824,0.134,1.49,2.83,0.0,755,,5886.0,1.15,1.08,0.084,[M/H],4.35,19h23m46.67s,290.9444679,+40d28m48.19s,40.4800528,845.97,13.762,12.296,13.8395,Kepler-400,0.07,-0.01,0.0,0.05,0.01,0.07,-0.02,0.01,c,17.34,0.0,0.13,0.0,0.0,89.19,None,None,None,12351.24848974761
Kepler-401 b,Kepler-401,1,3,2014,Kepler,14.383035,0.122,1.71,3.57,0.0,889,,6117.0,1.33,1.17,0.02,[Fe/H],4.25,19h20m19.86s,290.0827494,+50d51m48.37s,50.8634361,965.56,13.366,11.987,13.2865,Kepler-401,-0.02,0.02,0.0,0.03,-0.08,-0.01,-0.05,0.02,b,14.38,0.0,0.12,0.0,0.0,88.81,None,None,None,14466.999487745734
Kepler-401 c,Kepler-401,1,3,2014,Kepler,47.318218,0.269,2.15,5.27,0.0,598,,6117.0,1.33,1.17,0.02,[Fe/H],4.25,19h20m19.86s,290.0827494,+50d51m48.37s,50.8634361,965.56,13.366,11.987,13.2865,Kepler-401,-0.02,0.02,0.0,0.03,-0.08,-0.01,-0.05,0.02,c,0.0,0.0,0.0,0.0,0.25,0.0,O|N|H2O|S,13.886211785486786|55.544847141947145|29.522086255944902|0.5468548166211697,SO2,9742.765316964507
Kepler-401 d,Kepler-401,1,3,2016,Kepler,184.256405,0.6503,2.27,5.77,0.0,380,,6184.0,1.29,1.17,0.02,[Fe/H],4.28,19h20m19.86s,290.0827494,+50d51m48.37s,50.8634361,965.56,13.366,11.987,13.2865,Kepler-401,-0.02,0.02,0.0,0.03,-0.08,-0.01,-0.05,0.02,d,184.26,0.0,0.65,0.0,0.0,89.95,O|N|H2O|S,13.886211785486786|55.544847141947145|29.522086255944902|0.5468548166211697,NH4|SO2,6238.80683814768
Kepler-402 b,Kepler-402,1,4,2014,Kepler,4.028751,0.051,1.22,1.98,0.0,1311,,6090.0,1.26,1.15,-0.08,[M/H],4.28,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.339,13.27,11.993,13.1917,Kepler-402,-0.06,-0.08,0.0,-0.04,-0.06,-0.04,-0.1,-0.01,b,4.03,0.0,0.05,0.0,0.0,86.52,None,None,None,21682.609962930557
Kepler-402 c,Kepler-402,1,4,2014,Kepler,6.124821,0.068,1.56,3.05,0.0,1140,,6090.0,1.26,1.15,-0.08,[M/H],4.28,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.339,13.27,11.993,13.1917,Kepler-402,-0.06,-0.08,0.0,-0.04,-0.06,-0.04,-0.1,-0.01,c,6.12,0.0,0.0,0.0,0.0,0.0,None,None,None,18777.69104824743
Kepler-402 d,Kepler-402,1,4,2014,Kepler,8.921099,0.087,1.38,2.48,0.0,1006,,6090.0,1.26,1.15,-0.08,[M/H],4.28,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.339,13.27,11.993,13.1917,Kepler-402,-0.06,-0.08,0.0,-0.04,-0.06,-0.04,-0.1,-0.01,d,8.92,0.0,0.0,0.0,0.11,0.0,None,None,None,16601.105874752775
Kepler-402 e,Kepler-402,1,4,2014,Kepler,11.242861,0.102,1.46,2.73,0.0,931,,6090.0,1.26,1.15,-0.08,[M/H],4.28,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.339,13.27,11.993,13.1917,Kepler-402,-0.06,-0.08,0.0,-0.04,-0.06,-0.04,-0.1,-0.01,e,11.24,0.0,0.1,0.0,0.0,86.52,None,None,None,15331.920538611193
Kepler-403 b,Kepler-403,1,3,2014,Kepler,7.031462,0.076,1.25,2.1,0.0,1194,,6090.0,1.33,1.3,0.079,[M/H],4.27,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.269,12.818,11.537,12.7598,Kepler-403,0.08,0.11,0.0,0.12,0.01,0.06,0.04,0.09,b,0.0,0.0,0.0,0.0,0.15,0.0,None,None,None,18248.635533099663
Kepler-403 c,Kepler-403,1,3,2014,Kepler,54.280749,0.297,1.75,3.71,0.0,604,,6090.0,1.33,1.3,0.079,[M/H],4.27,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.269,12.818,11.537,12.7598,Kepler-403,0.08,0.11,0.0,0.12,0.01,0.06,0.04,0.09,c,54.28,0.0,0.3,0.0,0.0,88.82,O|N|H2O|S,13.900511085297474|55.602044341189895|29.55248656734243|0.4449580061701992,SO2,9231.217186362508
Kepler-403 d,Kepler-403,1,3,2016,Kepler,13.61159129,0.121735,1.42,2.6,0.0,958,,6209.0,1.45,1.25,0.16,[Fe/H],4.21,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.269,12.818,11.537,12.7598,Kepler-403,0.08,0.11,0.0,0.12,0.01,0.06,0.04,0.09,d,13.61,0.0,0.12,0.0,0.0,89.95,None,None,None,15349.421473248778
Kepler-404 b,Kepler-404,1,2,2014,Kepler,11.829851,0.102,1.27,2.15,0.0,730,,5654.0,0.88,0.93,-0.04,[Fe/H],4.54,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.524,15.479,13.477,15.1906,Kepler-404,-0.15,-0.14,0.0,-0.12,-0.17,-0.14,-0.18,-0.17,b,11.83,0.0,0.1,0.0,0.0,89.38,None,None,None,11895.730998137105
Kepler-404 c,Kepler-404,1,2,2014,Kepler,14.751166,0.118,1.72,3.61,0.0,678,,5654.0,0.88,0.93,-0.04,[Fe/H],4.54,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.524,15.479,13.477,15.1906,Kepler-404,-0.15,-0.14,0.0,-0.12,-0.17,-0.14,-0.18,-0.17,c,14.75,0.0,0.12,0.0,0.0,88.81,None,None,None,11059.874960967596
Kepler-406 b,Kepler-406,1,2,2014,Kepler,2.42629,0.035974,1.43,6.35,0.0,1302,,5538.0,1.07,1.07,0.18,[Fe/H],4.41,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.03,12.603,10.97,12.4897,Kepler-406,0.2,0.12,0.0,0.2,0.2,0.16,0.18,0.18,b,2.43,0.0,0.04,0.0,0.0,88.81,None,None,None,21634.385074630845
Kepler-406 c,Kepler-406,1,2,2014,Kepler,4.62332,0.055292,0.85,2.71,0.0,1050,,5538.0,1.07,1.07,0.18,[Fe/H],4.41,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.03,12.603,10.97,12.4897,Kepler-406,0.2,0.12,0.0,0.2,0.2,0.16,0.18,0.18,c,4.62,0.0,0.06,0.0,0.07,0.0,None,None,None,17450.495818510146
Kepler-407 b,Kepler-407,1,2,2014,Kepler,0.66931,0.015302,1.07,3.2,0.0,1983,,5476.0,1.01,1.0,0.33,[Fe/H],4.43,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.368,12.603,10.911,12.5074,Kepler-407,0.34,0.18,0.0,0.32,0.32,0.32,0.34,0.32,b,0.67,0.0,0.01,0.0,0.0,87.19,None,None,None,31867.214819062327
Kepler-407 c,Kepler-407,1,2,2014,W. M. Keck Observatory,3000.0,3.270904,12.3,4000.0,0.221479,,,5476.0,1.01,1.0,0.33,[Fe/H],4.43,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.368,12.603,10.911,12.5074,Kepler-407,0.34,0.18,0.0,0.32,0.32,0.32,0.34,0.32,c,2091.75,0.22,3.27,11.09,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,2165.1650454023616
Kepler-408 b,Kepler-408,1,1,2014,Kepler,2.46502,0.03589,0.82,5.0,0.0,1561,,6104.0,1.23,1.08,-0.2,[Fe/H],4.29,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832,8.834,7.486,8.6992,HD 176693,-0.16,-0.1,-0.16,-0.08,-0.14,-0.13,-0.17,-0.12,b,2.47,0.0,0.04,0.0,0.0,88.24,O|N|H2O|S,13.892930280390276|55.571721121561104|29.536369776109726|0.49897882193889703,SO2,25596.137349674347
Kepler-409 b,Kepler-409,1,1,2014,Kepler,68.9583216,0.3192,1.199,6.0,0.69,438,,5421.0,0.9,0.91,0.05,[Fe/H],4.5,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.173,9.636,7.768,9.39109,BD+46  2726,0.04,-0.01,0.1,0.05,0.06,0.05,0.05,0.06,b,68.96,0.0,0.32,0.0,0.0,89.95,O|N|H2O|S|CO2,11.162340760052063|44.64936304020825|23.73113645587068|0.5929847620611574|19.36417498180786,CH4|NH4|NH3|SO2,6287.128911429535
Kepler-410 A b,Kepler-410 A,2,1,2013,Kepler,17.833648,0.1226,2.838,8.44,0.17,866,,6273.0,1.35,1.21,0.01,[Fe/H],4.26,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.527,9.495,8.14,9.3748,HD 175289,0.04,0.16,0.0,0.1,-0.03,-0.02,0.03,0.05,b,0.0,0.0,0.0,0.0,0.24,0.0,None,None,None,14837.829402520098
Kepler-411 b,Kepler-411,2,4,2013,Kepler,3.005156,0.0375,2.401,25.6,0.146,1138,K2 V,4974.0,0.82,0.87,0.11,[M/H],4.6,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.676,12.448,10.062,12.2327,Kepler-411,0.22,-0.01,0.0,0.28,0.09,0.15,0.2,0.14,b,3.01,0.15,0.04,0.08,0.21,87.4,O|N|H2O|S|CO2,10.639261545463988|42.55704618185595|22.619070045656436|0.44895182608310946|23.235670400940524,CH4|NH4|NH3|SO2,16592.330900777357
Kepler-411 c,Kepler-411,2,4,2016,Kepler,7.834435,0.0739,4.421,26.4,0.108,838,K2 V,4906.0,0.82,0.87,0.11,[M/H],4.6,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.676,12.448,10.062,12.2327,Kepler-411,0.22,-0.01,0.0,0.28,0.09,0.15,0.2,0.14,c,7.83,0.0,0.07,0.0,0.0,87.41,O|N|H2O|S,13.8807556473521|55.5230225894084|29.51048650627056|0.5857352569689446,CH4|NH4|NH3|SO2,11671.549237472515
Kepler-411 d,Kepler-411,2,4,2018,Kepler,58.02035,0.279,3.319,15.2,0.128,410,K2 V,4987.0,0.82,0.87,0.11,[M/H],4.59,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.676,12.448,10.062,12.2327,Kepler-411,0.22,-0.01,0.0,0.28,0.09,0.15,0.2,0.14,d,58.02,0.0,0.28,0.0,0.0,88.81,O|N|H2O|S|CO2,10.639261545463988|42.55704618185595|22.619070045656436|0.44895182608310946|23.235670400940524,CH4|NH4|NH3|SO2,6102.365558694868
Kepler-411 e,Kepler-411,2,4,2018,Kepler,31.509728,0.186,3.28,10.8,0.016,503,K2 V,4832.69,0.82,0.87,0.11,[M/H],4.6,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.676,12.448,10.062,12.2327,Kepler-411,0.22,-0.01,0.0,0.28,0.09,0.15,0.2,0.14,e,31.51,0.02,0.19,0.03,0.0,88.04,O|N|H2O|S,13.8807556473521|55.5230225894084|29.51048650627056|0.5857352569689446,CH4|NH4|NH3|SO2,7265.367866498997
Kepler-414 b,Kepler-414,1,2,2014,Kepler,4.7,0.0527,1.71,3.5,0.0,1024,,5536.0,0.95,0.89,0.05,[Fe/H],4.47,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.46,13.378,11.698,13.321,Kepler-414,0.11,0.01,0.0,0.11,0.02,0.06,0.08,0.06,b,4.7,0.0,0.0,0.0,0.19,0.0,None,None,None,16836.30004827557
Kepler-414 c,Kepler-414,1,2,2014,Kepler,7.171,0.0699,3.01,29.9,0.0,890,,5536.0,0.95,0.89,0.05,[Fe/H],4.47,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.46,13.378,11.698,13.321,Kepler-414,0.11,0.01,0.0,0.11,0.02,0.06,0.08,0.06,c,7.17,0.0,0.07,0.0,0.0,87.66,O|N|H2O|S|CO2,11.2282366579587|44.9129466318348|23.871231134820192|0.4524804448601122|19.03510513052621,CH4|NH4|NH3|SO2,14618.855611782454
Kepler-418 b,Kepler-418,1,2,2014,Kepler,86.67856,0.3779,13.45,349.61125,0.2,434,,5820.0,1.09,0.98,-0.05,[M/H],4.35,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.53,14.824,13.103,14.649,Kepler-418,0.07,-0.04,0.0,0.1,0.07,0.07,0.07,0.07,b,86.68,0.0,0.38,0.0,0.0,89.76,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,7038.492486415371
Kepler-418 c,Kepler-418,1,2,2021,Kepler,12.21829987,0.1024,5.221,23.7,0.0,835,,5822.0,1.08,0.96,-0.06,[Fe/H],4.35,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.53,14.824,13.103,14.649,Kepler-418,0.07,-0.04,0.0,0.1,0.07,0.07,0.07,0.07,c,12.22,0.0,0.1,0.0,0.0,88.81,O|N|H2O|S,13.874914046570133|55.49965618628053|29.498067263008103|0.6273625041412355,SO2,13543.414830392156
Kepler-419 b,Kepler-419,1,2,2014,Kepler,69.7546,0.37,10.8,794.5,0.833,613,,6430.0,1.74,1.39,0.176,[Fe/H],4.1,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.36,13.089,11.859,12.9642,Kepler-419,0.23,0.3,0.0,0.29,0.13,0.05,0.2,0.26,b,69.73,0.0,0.0,0.0,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,9433.708719369639
Kepler-419 c,Kepler-419,1,2,2014,Kepler,675.47,1.68,12.6,2320.1,0.184,,,6430.0,1.74,1.39,0.176,[Fe/H],4.1,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.36,13.089,11.859,12.9642,Kepler-419,0.23,0.3,0.0,0.29,0.13,0.05,0.2,0.26,c,675.47,0.18,1.68,7.3,0.0,88.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,4662.311109272188
Kepler-421 b,Kepler-421,1,1,2014,Kepler,704.1984,1.219,4.16,16.1,0.041,185,G9/K0,5308.0,0.76,0.79,-0.25,[Fe/H],4.61,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.558,13.611,11.535,13.3477,Kepler-421,-0.27,-0.23,0.0,-0.21,-0.21,-0.25,-0.23,-0.21,b,0.0,0.0,0.0,0.0,0.41,0.0,O|N|H2O|S|CO2,11.51759601767162|46.07038407068648|24.48640913356986|0.8065849207682267|16.619025857303814,CH4|NH4|NH3|SO2,2998.9582544278765
Kepler-422 b,Kepler-422,1,1,2014,Kepler,7.8914483,0.082,12.89,136.66,0.0,1028,,5972.0,1.24,1.15,0.23,[Fe/H],4.31,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.795,13.524,12.041,13.4233,Kepler-422,0.17,0.08,0.0,0.19,0.15,0.12,0.16,0.15,b,7.89,0.0,0.0,0.0,0.0,0.0,O|N|H2O|S|CO2,11.285018905626906|45.140075622507624|23.9919501933628|0.38707092296532675|18.69588435553734,CH4|NH4|NH3|SO2,16634.808126548996
Kepler-423 b,Kepler-423,1,1,2014,Kepler,2.6843285,0.03585,13.361,189.101,0.019,1605,G4 V,5560.0,0.95,0.85,-0.1,[M/H],4.41,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.753,14.462,12.779,14.28,Kepler-423,0.03,-0.01,0.0,0.04,0.03,0.02,0.08,0.05,b,2.68,0.0,0.04,0.72,1.2,0.0,O|N|H2O|S|CO2,11.323306468816192|45.29322587526477|24.07334955270322|0.4778169137726574|18.33230118944316,CH4|NH4|NH3|SO2,20491.64258089992
Kepler-426 b,Kepler-426,1,1,2014,Kepler,3.21751883,0.0414,12.22,108.06,0.18,1300,G1 V,5725.0,0.92,0.91,-0.21,[Fe/H],4.47,19h17m44.32s,289.4346668,+49d28m24.44s,49.473455,843.695,15.032,13.212,14.8069,Kepler-426,-0.31,-0.4,0.0,-0.12,-0.13,-0.32,-0.24,-0.12,b,3.22,0.0,0.0,0.0,0.94,0.0,O|N|H2O|S,13.762896248414167|55.05158499365667|29.259917424128517|1.4256013338006455,CH4|NH4|NH3|SO2,19230.83234822868
Kepler-43 b,Kepler-43,1,1,2011,Kepler,3.0240949,0.046,13.664,1026.5909,0.017,1620,F8 V,6041.0,1.42,1.32,0.33,[Fe/H],4.26,19h00m57.80s,285.2408288,+46d40m05.67s,46.6682411,1005.84,13.986,12.549,13.8894,Kepler-43,0.34,0.24,0.0,0.37,0.27,0.22,0.18,0.32,b,3.02,0.0,0.04,3.03,1.12,0.0,O|N|H2O|S|CO2,11.579658136248968|46.31863254499587|24.618353197665307|0.27477928875500235|16.708576832334842,CH4|NH4|NH3|SO2,24031.516263468682
Kepler-430 b,Kepler-430,1,2,2015,Kepler,35.968,0.2244,3.25,10.6,0.0,667,,5884.0,1.49,1.17,0.2,[Fe/H],4.15,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.477,13.908,12.391,13.8135,Kepler-430,0.2,0.15,0.0,0.24,0.15,0.15,0.18,0.14,b,35.97,0.0,0.0,0.0,0.0,0.0,O|N|H2O|S,13.905982842380702|55.62393136952281|29.564119522901372|0.40596626519511625,SO2,10860.465802080822
Kepler-430 c,Kepler-430,1,2,2015,Kepler,110.979,0.4757,1.75,3.71,0.0,458,,5884.0,1.49,1.17,0.2,[Fe/H],4.15,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.477,13.908,12.391,13.8135,Kepler-430,0.2,0.15,0.0,0.24,0.15,0.15,0.18,0.14,c,110.98,0.0,0.48,0.0,0.0,89.94,O|N|H2O|S,13.905982842380702|55.62393136952281|29.564119522901372|0.40596626519511625,SO2,7459.2180540294385
Kepler-431 b,Kepler-431,1,3,2015,Kepler,6.803,0.0719,0.764,0.37,0.0,1032,,6004.0,1.09,1.07,0.07,[Fe/H],4.4,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.546,12.139,10.649,11.9291,Kepler-431,-0.04,0.01,0.0,0.04,-0.07,-0.08,-0.02,0.0,b,6.8,0.0,0.07,0.0,0.0,88.24,None,None,None,16744.93892289854
Kepler-431 c,Kepler-431,1,3,2015,Kepler,8.703,0.0847,0.668,0.229,0.0,951,,6004.0,1.09,1.07,0.07,[Fe/H],4.4,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.546,12.139,10.649,11.9291,Kepler-431,-0.04,0.01,0.0,0.04,-0.07,-0.08,-0.02,0.0,c,8.7,0.0,0.09,0.0,0.0,89.38,None,None,None,15427.881975404644
Kepler-431 d,Kepler-431,1,3,2015,Kepler,11.922,0.1045,1.11,1.41,0.0,856,,6004.0,1.09,1.07,0.07,[Fe/H],4.4,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.546,12.139,10.649,11.9291,Kepler-431,-0.04,0.01,0.0,0.04,-0.07,-0.08,-0.02,0.0,d,0.0,0.0,0.0,0.0,0.12,0.0,None,None,None,13889.604121909684
Kepler-432 b,Kepler-432,2,2,2015,Kepler,52.501129,0.301,12.834,1719.4603,0.5134,812,,4995.0,4.06,1.32,-0.07,[M/H],3.35,19h33m07.74s,293.2822344,+48d17m09.30s,48.2859173,848.023,12.398,10.121,12.1822,Kepler-432,0.08,-0.16,0.0,0.03,-0.01,-0.16,-0.14,0.01,b,52.5,0.0,0.0,0.0,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,12866.16103249795
Kepler-432 c,Kepler-432,2,2,2015,Fred Lawrence Whipple Observatory,406.2,,13.3,772.3269,0.498,,,4995.0,4.06,1.32,-0.07,[M/H],3.35,19h33m07.74s,293.2822344,+48d17m09.30s,48.2859173,848.023,12.398,10.121,12.1822,Kepler-432,0.08,-0.16,0.0,0.03,-0.01,-0.16,-0.14,0.01,c,406.2,0.5,0.0,2.43,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,7066.026309790821
Kepler-435 b,Kepler-435,1,1,2015,Kepler,8.6001536,0.0948,22.31,266.97,0.114,1729,,6161.0,3.21,1.54,-0.18,[Fe/H],3.61,19h29m08.95s,292.2873012,+43d11m50.12s,43.1972542,1418.77,13.704,12.291,13.604,Kepler-435,0.08,0.19,0.0,0.19,-0.04,-0.02,0.03,0.07,b,8.6,0.0,0.08,0.0,0.0,87.66,O|N|H2O|S,13.910976901392676|55.6439076055707|29.57473689236083|0.3703786006757769,CH4|NH4|NH3|SO2,25599.88788171857
Kepler-44 b,Kepler-44,1,1,2011,Kepler,3.2467293,0.0446,12.22,317.82,0.066,1544,G2 IV,5800.0,1.35,1.12,0.15,[Fe/H],4.22,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0,14.803,12.878,14.6901,Kepler-44,0.47,0.0,0.0,0.0,0.0,0.0,0.12,0.31,b,3.25,0.0,0.04,0.0,0.0,86.55,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,22817.4427545124
Kepler-444 b,Kepler-444,3,5,2015,Kepler,3.6001053,0.04178,0.403,0.0374,0.16,938,K,5046.0,0.75,0.76,-0.55,[Fe/H],4.56,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,36.4396,8.87,6.703,8.643251,BD+41  3306,-0.52,0.03,0.28,-0.35,-0.29,-0.16,-0.34,-0.27,b,3.6,0.0,0.04,0.0,0.0,89.88,None,None,None,15244.359238386292
Kepler-444 c,Kepler-444,3,5,2015,Kepler,4.5458841,0.04881,0.497,0.0793,0.31,868,K,5046.0,0.75,0.76,-0.55,[Fe/H],4.56,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,36.4396,8.87,6.703,8.643251,BD+41  3306,-0.52,0.03,0.28,-0.35,-0.29,-0.16,-0.34,-0.27,c,4.55,0.31,0.05,0.0,0.04,88.2,None,None,None,14025.226354086866
Kepler-444 d,Kepler-444,3,5,2015,Kepler,6.189392,0.06,0.53,0.2,0.18,783,K,5046.0,0.75,0.76,-0.55,[Fe/H],4.56,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,36.4396,8.87,6.703,8.643251,BD+41  3306,-0.52,0.03,0.28,-0.35,-0.29,-0.16,-0.34,-0.27,d,6.19,0.0,0.0,0.0,0.0,0.0,None,None,None,12712.503933951342
Kepler-444 e,Kepler-444,3,5,2015,Kepler,7.743493,0.0696,0.546,0.1,0.1,727,K,5046.0,0.75,0.76,-0.55,[Fe/H],4.56,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,36.4396,8.87,6.703,8.643251,BD+41  3306,-0.52,0.03,0.28,-0.35,-0.29,-0.16,-0.34,-0.27,e,7.74,0.0,0.0,0.0,0.0,0.0,None,None,None,11832.921423827644
Kepler-444 f,Kepler-444,3,5,2015,Kepler,9.740486,0.0811,0.741,0.332,0.29,673,K,5046.0,0.75,0.76,-0.55,[Fe/H],4.56,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,36.4396,8.87,6.703,8.643251,BD+41  3306,-0.52,0.03,0.28,-0.35,-0.29,-0.16,-0.34,-0.27,f,9.74,0.0,0.08,0.0,0.05,0.0,None,None,None,10889.776335658196
Kepler-447 b,Kepler-447,1,1,2015,Kepler,7.79430132,0.0769,18.49,435.41,0.123,882,G8 V,5493.0,1.05,1.0,0.07,[Fe/H],4.4,19h01m04.45s,285.2685283,+48d33m35.58s,48.5598835,268.041,12.52,10.806,12.3795,Kepler-447,0.02,-0.15,0.0,0.08,-0.1,-0.12,-0.05,-0.04,b,7.79,0.0,0.0,0.0,0.56,0.0,O|N|H2O|S|CO2,11.30266019644424|45.21064078577696|24.029455577640455|0.6583683250140488|18.298875115124297,CH4|NH4|NH3|SO2,14489.769958165103
Kepler-449 b,Kepler-449,1,2,2015,Kepler,12.58242,0.1027,2.056,4.88,0.03,917,,5649.18,1.47,1.02,-0.165,[M/H],4.09,19h34m55.87s,293.732787,+41d54m02.29s,41.9006366,241.949,11.448,9.701,11.2263,Kepler-449,-0.19,0.14,0.0,-0.1,-0.03,-0.08,-0.04,0.06,b,12.58,0.0,0.1,0.0,0.0,88.81,None,None,None,15297.469386057672
Kepler-449 c,Kepler-449,1,2,2015,Kepler,33.6727,0.1979,2.764,8.07,0.05,661,,5649.18,1.47,1.02,-0.165,[M/H],4.09,19h34m55.87s,293.732787,+41d54m02.29s,41.9006366,241.949,11.448,9.701,11.2263,Kepler-449,-0.19,0.14,0.0,-0.1,-0.03,-0.08,-0.04,0.06,c,33.67,0.0,0.2,0.0,0.0,89.95,O|N|H2O|S,13.90466138681192|55.61864554724768|29.56131010836214|0.4153829575782572,SO2,11014.147247362347
Kepler-450 b,Kepler-450,1,3,2015,Kepler,28.454851,0.1993,6.14,19.4,0.02,769,,6197.21,1.64,1.19,0.128,[M/H],4.08,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.982,11.991,10.429,11.6525,Kepler-450,0.19,0.42,0.0,0.3,0.07,0.1,0.15,0.15,b,28.45,0.0,0.0,0.0,0.0,0.0,O|N|H2O|S,13.932300113309841|55.729200453239365|29.62007004089672|0.21842939255406826,SO2,12727.352074478207
