id,ex,ey,ez,ed,emag
6119,97.38108773,14.44719323,-20.60388388,100.5799069,8.651556146
6130,34.45908773,13.21219323,-98.06288388,104.7774784,7.599339711
6176,113.0570877,14.78119323,-445.2818839,459.6480663,8.984127187
6184,581.5940877,24.10919323,558.7961161,806.8990243,8.918095952
6230,125.0870877,15.03719323,-365.8868839,386.9704233,8.796388863
6250,1006.196088,32.75919323,940.2761161,1377.542343,8.118524785
6254,293.6950877,18.43819323,249.2251161,385.629265,6.106849923
6256,498.8940877,22.56719323,-307.0428839,586.2422038,8.983385401
6283,288.4460877,18.35119323,4.841116117,289.0697982,7.957013596
6304,212.1320877,16.82319323,-267.9948839,342.2050559,7.210432108
6342,468.5690877,22.06519323,-75.95788388,475.1983405,8.761374577
6344,79.53108773,14.14819323,-212.6898839,227.5134106,7.577035004
6346,187.5640877,16.34919323,113.2821161,219.7280614,7.03442762
6352,222.5320877,17.06619323,256.5951161,340.077695,8.902890742
6366,248.3530877,17.60519323,-142.4558839,286.8499222,8.648273682
6372,185.2560877,16.31619323,10.76711612,186.2846397,8.453885231
6375,109.3330877,14.76419323,17.70511612,111.737087,7.490986725
6377,64.27808773,13.84319323,-179.4678839,191.1335342,5.729684452
6394,44.71208773,13.44419323,79.41911612,92.12661464,5.577925563
6412,132.3690877,15.24919323,28.84011612,136.3299878,8.647956979
6439,84.74608773,14.27519323,209.1441161,226.1126751,7.93362454
6450,152.0940877,15.67119323,-231.3428839,277.3043955,7.980783767
6455,221.7470877,17.11419323,260.4651161,342.5007201,8.704307444
6470,250.2930877,17.71719323,339.9651161,422.5361628,8.99231942
6477,201.3010877,16.70319323,-9.398883883,202.2114329,8.909028534
6494,274.2170877,18.23519323,-2.424883883,274.8334287,8.24134778
6560,887.0590877,31.23019323,697.6101161,1128.94155,8.460357287
6568,160.5900877,15.91619323,332.3631161,369.469542,8.343893211
6575,97.01808773,14.57519323,77.03711612,124.7383777,8.179000457
6578,209.4410877,16.95319323,-124.6348839,244.3088911,8.385696362
6611,92.55408773,14.48819323,39.84711612,101.8035341,7.998814274
6627,105.0610877,14.75819323,-71.89688388,128.1592694,8.881750115
6636,109.4050877,14.85419323,283.9021161,304.6153834,8.64475916
6643,211.2010877,17.02719323,-128.5938839,247.8552233,8.414990379
6652,39.46608773,13.36519323,12.69511612,43.55877,6.319378039
6653,301.6710877,18.97019323,-193.5878839,358.9450963,7.902140123
6658,250.6030877,17.88119323,304.7751161,394.9803996,8.705877724
6661,121.0070877,15.11119323,-44.06388388,129.6637548,7.833092968
6670,230.0460877,17.45619323,354.5361161,422.9914642,6.589658018
6701,185.9550877,16.52419323,80.11411612,203.1517049,6.284102357
6705,336.4480877,19.76919323,479.6391161,586.2097052,8.647265021
6708,31.45608773,13.19819323,0.826116117,34.12272304,8.380218406
6710,59.71008773,13.80719323,101.8421161,118.8602111,8.072182486
6731,580.2370877,25.07419323,702.7451161,911.6767472,8.14420439
6733,107.9530877,14.85519323,23.96211612,111.5738721,8.931812525
6735,58.46008773,13.78419323,42.85911612,73.78678523,7.483892946
6759,585.8720877,25.24119323,281.8191161,650.6191169,8.638634099
6763,22.23008773,13.00219323,-51.25888388,57.36468431,8.69222304
6765,162.1930877,16.04419323,233.3991161,284.6737804,8.202737344
6770,42.80708773,13.45019323,-110.0028839,118.8023102,8.64712443
6795,85.80908773,14.39119323,162.2541161,184.1105759,7.296393683
6817,156.0460877,15.93619323,68.46911612,171.1501201,6.509886041
6820,280.3330877,18.66019323,364.2021161,459.9761127,8.771676393
6841,68.72108773,14.02619323,131.9501161,149.432778,8.570229351
