HIP,new_RA,new_DE,new_Distance,new_Vmag,new_BTmag,new_VTmag,new_Hpmag
32349,170.0182455,41.33898359,2.750247105,-1.348742512,,,-0.996342512
30438,97.77465561,-52.67483627,92.66584064,-0.693980108,-0.490980108,-0.681980108,-0.627580108
24436,78.90384053,-7.661254939,234.2561316,0.155017091,0.287017091,0.258017091,0.168017091
24608,88.72611954,60.54312348,13.64586495,0.19562188,,,0.35412188
7588,21.00078005,-57.92530892,40.71763399,0.277127922,0.285127922,0.349127922,0.250427922
27989,89.46267793,8.660996878,129.3002933,0.42062024,2.81962024,0.73962024,0.47032024
69673,217.848831,25.5565513,14.54316611,0.506581984,2.185581984,0.842581984,0.667981984
68702,211.6722511,-59.16506351,160.02238,0.596361628,0.421361628,0.595361628,0.522961628
21421,71.31322338,26.38811892,18.55847042,0.711466054,2.778466054,1.001466054,0.843866054
60718,189.0341599,-61.45311673,96.89299968,0.738066771,0.414066771,0.601066771,0.641966771
113368,321.3652737,-11.05330277,6.388535565,0.768059226,1.005059226,0.846059226,0.778859226
91262,265.9747001,42.51852313,10.998613,0.788459519,,,0.845259519
37279,160.8551324,42.32359204,4.297510018,0.84738311,,,0.90808311
65474,202.2983469,-9.098793031,82.11481721,1.026209554,0.923209554,1.077209554,0.935309554
80763,247.1461912,-25.37406478,186.3535576,1.073657239,3.507657239,1.300657239,0.989357239
62434,193.7093562,-58.08019271,106.922211,1.226048318,1.078048318,1.257048318,1.129748318
102098,310.1488489,45.35940517,992.367604,1.25496976,1.47596976,1.34796976,1.30156976
37826,132.6760329,42.04330895,11.09771296,1.314197853,2.609197853,1.479197853,1.448897853
33579,105.675065,-28.32701234,129.4244285,1.455560677,1.305560677,1.455560677,1.371560677
49669,158.3605975,17.52655201,24.90912415,1.462686915,1.462686915,1.501686915,1.425886915
45238,151.0106568,-68.05259498,31.69166552,1.512025866,1.588025866,1.517025866,1.504525866
61084,194.34693,-50.46677069,26.01684648,1.512557438,3.575557438,1.754557438,1.552457438
97649,277.0833737,26.79244088,7.471205367,1.570881434,2.058881434,1.765881434,1.638181434
25336,82.24149338,8.573735827,72.55164972,1.58199904,1.40999904,1.57099904,1.49129904
109268,324.9700063,-43.79753178,29.11605828,1.5872431,1.5322431,1.6142431,1.5555431
25428,83.67967349,33.48550071,39.53427158,1.61499319,1.56999319,1.63499319,1.58009319
85927,262.9792689,-36.19230902,215.8147343,1.622995363,1.448995363,1.609995363,1.527395363
36850,124.2325769,41.59696601,16.45520995,1.667506311,,,1.668606311
26311,84.23703128,-0.848116151,409.212077,1.677773581,1.540773581,1.679773581,1.611273581
42913,141.8530335,-51.5874019,22.18299396,1.718717345,1.838717345,1.737717345,1.739817345
26727,85.50269509,-1.366271189,248.3163391,1.719890962,1.545890962,1.676890962,1.661090962
39953,123.18621,-47.10132503,255.1982533,1.728547116,1.605547116,1.771547116,1.681947116
15863,51.01372773,51.01456709,181.8074911,1.793816862,2.421816862,1.869816862,1.901016862
90185,273.4377842,-30.21512847,44.64797758,1.804741688,1.847741688,1.824741688,1.813341688
34444,107.34243,-26.22459778,546.903536,1.819910597,2.693910597,1.902910597,1.952710597
41037,127.0887531,-59.32300718,191.1777794,1.830435573,3.466435573,2.050435573,1.970035573
3419,6.963524682,-13.98229385,26.88753886,1.847703012,3.169703012,1.966703012,2.013903012
86228,263.1321504,-40.63722373,83.38102214,1.859431989,2.373431989,1.903431989,1.926331989
31681,103.1101703,21.8490062,31.29631304,1.872663828,,1.966663828,1.871663828
100751,301.8956986,-54.46953098,54.55755571,1.876374535,1.698374535,1.834374535,1.794674535
82273,251.1933998,-67.54787797,125.9193198,1.884810128,3.790810128,2.055810128,2.045910128
9884,28.27732287,33.34078609,19.32559873,1.912813244,3.426813244,2.054813244,2.075413244
30324,96.36906468,-17.25174689,150.5059415,1.942334131,1.709334131,1.895334131,1.853434131
28360,95.46738645,52.23880538,25.754692,1.949328002,2.038328002,1.953328002,1.953128002
54061,173.2499029,62.06112642,40.71282388,1.965030089,3.340030089,2.089030089,2.106930089
112122,336.5546795,-45.41615122,49.84984936,1.971429816,4.044429816,2.200429816,1.971329816
46390,144.6906475,-5.961308256,53.98792171,1.975572162,3.889572162,2.146572162,2.120672162
2021,272.9433009,-67.66754201,5.098244811,1.989059387,,,2.099559387
11767,259.4731131,89.5357236,134.8435899,2.011760507,2.797760507,2.108760507,2.149460507
62956,199.6192551,55.38069308,28.1147126,2.031193472,2.084193472,2.035193472,2.025693472
27366,87.31699996,-9.100985246,218.6550122,2.044489359,1.880489359,2.011489359,1.980989359
92855,282.0073369,-23.75463974,69.24658861,2.064813948,1.902813948,2.058813948,2.024313948
5447,15.5542733,38.72376563,61.02485729,2.066450359,4.163450359,2.260450359,2.170550359
677,357.2663967,34.85041359,29.82844626,2.074849546,2.007849546,2.054849546,2.041949546
67301,209.9283085,49.12491132,34.36679977,2.082750203,1.959750203,2.074750203,2.032150203
14576,46.07967161,48.32851723,28.41907624,2.087058571,2.097058571,2.102058571,2.094058571
71683,231.1937218,23.21667558,3.547054096,2.091709739,,,2.239009739
50583,158.9959301,23.02560192,40.01067542,2.092402855,3.874402855,2.448402855,2.250802855
9640,30.22246215,44.18450833,108.8280092,2.100280981,4.006280981,2.330280981,2.241180981
2081,359.6008629,-40.1246128,20.78897595,2.112638141,3.514638141,2.231638141,2.263838141
68933,214.9326734,-25.92387332,19.45355556,2.147575472,3.471575472,2.277575472,2.310175472
4427,13.10854817,61.62502436,189.2634456,2.164891873,2.126891873,2.182891873,2.152791873
61932,194.0527713,-44.35941649,39.4517915,2.170902105,2.174902105,2.152902105,2.116902105
45556,140.6537194,-58.95961673,210.0096325,2.18630061,2.46630061,2.24530061,2.25850061
39429,121.3172475,-39.82631282,426.7507972,2.19765131,1.94465131,2.17665131,2.12405131
44816,138.1688227,-42.88246106,173.7720163,2.205460534,4.403460534,2.383460534,2.313960534
25930,83.26276844,0.227984781,278.6095108,2.232229678,1.988229678,2.177229678,2.118329678
100453,305.1588565,40.43042586,469.5948379,2.240685438,3.094685438,2.317685438,2.365585438
72607,224.9158877,71.73016178,41.99331252,2.243157381,4.188157381,2.411157381,2.377557381
15510,44.17677428,-40.60761293,2.402018357,2.250564525,,,2.385564525
3179,7.299009784,58.91557064,71.27036321,2.276664726,3.804664726,2.413664726,2.447364726
66657,205.9993445,-51.77464443,114.558275,2.277730954,2.038730954,2.234730954,2.197430954
71860,220.7839627,-46.15349358,167.9362357,2.298306899,2.081306899,2.258306899,2.227906899
78401,239.9466995,-21.06794412,124.6122726,2.315584228,2.206584228,2.307584228,2.287284228
71352,219.4157666,-39.9772516,94.82436405,2.33497463,2.12897463,2.31097463,2.27787463
107315,325.3078735,10.58229627,206.567536,2.384019039,4.406019039,2.573019039,2.550019039
82396,250.04056,-24.58614946,20.97614853,2.386954561,,,2.550154561
86670,264.9241837,-37.65783037,142.4057862,2.392414805,2.163414805,2.359414805,2.318814805
87833,266.3044205,51.36917295,48.6205648,2.396061366,4.412061366,2.569061366,2.517761366
45941,142.1109823,-54.52733345,163.1151989,2.441249024,2.258249024,2.420249024,2.384449024
35904,111.1712505,-29.2123559,977.8924079,2.444456231,2.392456231,2.445456231,2.415956231
113881,343.3145904,30.60262565,61.54485339,2.456202104,4.628202104,2.675202104,2.502302104
14135,45.229851,6.512364819,65.13532521,2.463323947,4.611323947,2.659323947,2.542923947
72105,221.800781,28.02869587,67.76696064,2.463742006,3.675742006,2.583742006,2.630442006
113963,342.7482016,18.86557658,42.68658297,2.483821148,2.473821148,2.480821148,2.472221148
86032,259.1636826,19.23730618,17.26590362,2.486467715,2.721467715,2.512467715,2.532667715
746,345.7914456,66.82887834,18.39353532,2.490097618,2.930097618,2.528097618,2.567997618
9236,22.0356352,-64.07600342,18.51407764,2.498991205,2.861991205,2.530991205,2.569491205
8102,340.2065199,42.55576961,2.326289395,2.513418365,,,2.652918365
65378,206.0890591,54.15180291,27.37185219,2.518762854,2.578762854,2.515762854,2.542762854
8903,24.30167747,31.56859324,17.31469349,2.523598005,2.744598005,2.564598005,2.587998005
76267,233.7092486,29.14950955,26.43030329,2.530431974,2.562431974,2.527431974,2.531431974
68002,209.6584835,-45.58688268,117.6979828,2.545824359,2.290824359,2.492824359,2.437724359
26634,86.08225625,-33.43421647,78.94924689,2.561407833,2.452407833,2.554407833,2.523807833
59196,183.5967895,-49.34021288,120.2938021,2.563486002,2.418486002,2.534486002,2.507586002
57632,187.4660078,23.45500407,13.48032659,2.563571586,2.723571586,2.566571586,2.584071586
25985,83.37894606,-17.56536281,390.7418153,2.563618032,2.862618032,2.603618032,2.626218032
23875,79.328989,0.370306317,24.74338814,2.571217762,2.767217762,2.599217762,2.617017762
81377,249.0083222,-9.362844458,142.493833,2.571380313,2.631380313,2.611380313,2.602180313
53910,175.042024,57.34863212,27.14032568,2.575698789,2.620698789,2.584698789,2.585598789
84012,255.3899234,-9.204866676,27.60348847,2.577298859,2.698298859,2.585298859,2.586598859
78820,241.2358241,-18.65287669,164.2065018,2.581327324,2.549327324,2.629327324,2.615327324
52727,167.6572366,-45.43457475,34.2154627,2.610817031,3.813817031,2.738817031,2.750717031
59803,186.2566456,-14.23170997,51.50790985,2.620501071,2.530501071,2.612501071,2.588201071
93506,281.0134921,-23.48517039,27.68552213,2.629262236,2.760262236,2.646262236,2.650462236
39757,130.229633,-17.7168855,17.55318847,2.631379167,3.162379167,2.675379167,2.717079167
28380,92.12074319,40.79241508,53.10205235,2.649808133,2.573808133,2.640808133,2.610108133
61585,192.2888989,-67.45358056,92.03434672,2.650571767,2.417571767,2.619571767,2.571471767
58001,185.8398396,54.13075036,28.68327639,2.652909965,2.722909965,2.673909965,2.671509965
25606,83.69004613,-18.76262633,45.77467293,2.670836041,3.728836041,2.785836041,2.828236041
102488,303.8412432,38.05286871,24.2060001,2.678187902,4.013187902,2.798187902,2.841187902
23015,74.65105785,34.44785385,156.3794645,2.68159577,4.67459577,2.84859577,2.82529577
73273,224.8372067,-41.83354767,160.6807894,2.682260017,2.437260017,2.648260017,2.600460017
61359,191.191084,-19.31164695,43.65960849,2.690903443,3.835903443,2.798903443,2.850803443
35264,109.7490794,-36.89790883,332.8365944,2.692236668,4.794236668,2.883236668,2.811836668
85696,262.1316307,-36.05678276,159.2920969,2.704224374,2.450224374,2.655224374,2.608524374
74785,229.4955731,-6.068879922,51.3092266,2.706998241,2.611998241,2.694998241,2.670998241
52419,163.1766996,-63.59912796,132.6292116,2.708140008,2.446140008,2.674140008,2.621740008
13847,43.86514806,-39.93683832,45.82309312,2.714327763,2.886327763,2.732327763,2.772127763
77952,237.245224,-46.09235305,11.70678074,2.721036996,3.096036996,2.760036996,2.798536996
89931,274.060597,-27.8681984,94.21889872,2.731512216,4.534512216,2.871512216,2.876912216
26241,84.04403877,-5.579785681,403.988418,2.736520107,2.485520107,2.726520107,2.657120107
97278,295.6139358,11.53726198,142.9408945,2.745948766,4.742948766,2.914948766,2.895448766
6686,15.22960933,65.87887502,31.81003323,2.752851766,2.961851766,2.786851766,2.807451766
22449,81.058673,32.61265939,6.582411827,2.759515463,3.314515463,2.810515463,2.855715463
17378,56.56484815,9.39083924,6.380590609,2.76268733,3.95068733,2.87368733,2.92228733
59747,185.7213067,-57.29590319,110.3283355,2.764975378,2.508975378,2.729975378,2.681575378
110130,329.6770775,-59.32417735,58.48904989,2.782238597,4.596238597,2.929238597,2.922538597
105199,299.4178261,64.52815619,17.56307553,2.798185051,3.110185051,2.840185051,2.862285051
107556,313.6489634,-3.518271436,11.55433416,2.800063021,,,2.890963021
76297,233.7895269,-39.96222832,174.2281201,2.803930477,2.539930477,2.749930477,2.703930477
54872,176.2121084,26.22863068,19.86192019,2.811116928,2.994116928,2.825116928,2.844316928
1067,2.111140343,16.8323409,101.280737,2.811547723,2.566547723,2.784547723,2.735947723
16537,49.61869597,74.78099276,2.120489571,2.814236391,3.953236391,2.921236391,2.959436391
74946,230.2146472,-65.14593441,54.67751291,2.817234861,2.863234861,2.831234861,2.828834861
65109,205.1781432,-26.13837832,18.54318305,2.817857034,2.904857034,2.828857034,2.839557034
32768,105.8029982,-50.25091376,52.96778888,2.818250321,4.379250321,2.949250321,2.985950321
27072,99.03148158,-7.769547329,6.286830116,2.818338202,3.408338202,2.878338202,2.926038202
17702,56.94595835,25.86292614,111.4561402,2.825138095,2.762138095,2.841138095,2.823138095
85792,261.5127268,-47.22013984,73.89174211,2.828204828,2.684204828,2.812204828,2.775104828
79593,243.1295529,-0.825465654,54.6734656,2.830860541,4.917860541,3.019860541,2.929160541
85258,260.6809974,-54.47730562,184.0718484,2.830923193,4.757923193,2.982923193,2.984423193
18246,58.57980759,32.56377842,300.3692469,2.833967747,2.982967747,2.885967747,2.891967747
84345,258.1219428,15.29661641,120.1987253,2.834244466,4.764244466,3.389244466,2.967944466
81266,248.6439712,-26.72048831,132.8112856,2.837383783,2.573383783,2.810383783,2.754783783
27628,92.07024558,-33.6687768,23.14534061,2.837804515,4.344804515,2.959804515,3.001104515
30343,97.30770419,25.05418581,70.34497176,2.847635785,4.974635785,3.063635785,2.891735785
36188,114.3125968,11.35346887,51.30336864,2.852706936,2.756706936,2.840706936,2.817306936
85670,261.5834087,52.17426728,114.3153156,2.856554786,4.083554786,2.967554786,3.013154786
18543,59.7345267,-11.82966743,64.68860761,2.868099118,4.950099118,3.047099118,2.968399118
94141,286.4959736,-19.76811686,135.5339882,2.88933213,3.34933213,2.94633213,2.97573213
18532,59.57877057,41.27939729,164.7157503,2.896038765,2.681038765,2.879038765,2.830838765
106278,322.0864992,-4.78575659,187.4538163,2.898107478,3.947107478,2.984107478,3.038507478
90496,272.6134047,-17.99706331,24.58937903,2.900300062,4.266300062,3.025300062,3.064100062
77070,235.849913,11.53500006,25.44199883,2.901507205,4.436507205,3.035507205,3.068607205
78265,239.5973408,-24.719051,142.0939932,2.90917034,2.70217034,2.88417034,2.84657034
48002,147.4898723,-64.93145838,495.2391367,2.910055076,3.232055076,2.955055076,3.008655076
80112,245.15431,-24.72438744,226.4557839,2.911831938,3.048831938,2.933831938,2.934531938
72622,223.8795207,-8.900996371,25.62919421,2.922808326,3.129808326,2.942808326,2.962008326
14328,45.73774177,56.12255149,79.22667144,2.926792608,3.823792608,3.034792608,3.075392608
80816,246.7687948,23.21141428,48.64860369,2.934363564,4.134363564,3.039363564,3.092163564
108085,325.4474211,-35.50689251,60.58932984,2.942060129,2.838060129,2.936060129,2.918360129
109074,330.8052167,0.315009364,232.2333,2.946964745,4.171964745,3.047964745,3.104964745
26451,85.06025423,22.59544917,126.7470734,2.950723467,2.782723467,2.952723467,2.899123467
112158,338.1939984,32.4379419,66.61833851,2.954327843,4.041327843,3.060327843,3.114027843
30122,96.20815271,-29.34914383,100.1166024,2.956389185,2.739389185,2.924389185,2.888789185
86742,262.9671446,9.510428913,27.69843325,2.970599914,4.514599914,3.109599914,3.138499914
97165,292.7730295,46.06764818,55.1807773,2.970692535,2.985692535,3.008692535,2.978992535
10064,30.46587502,40.2993553,37.76691084,2.980376468,3.192376468,3.019376468,3.042976468
87073,266.7032114,-39.77373996,549.4847989,2.990135352,3.617135352,3.069135352,3.109435352
80331,243.9724521,59.56887041,30.4033193,2.99615193,4.15815193,3.09715193,3.13785193
62322,194.2674246,-66.40239468,93.80838887,3.003014799,2.826014799,3.015014799,2.941914799
82514,252.7248569,-37.23983078,252.2791714,3.003359513,2.771359513,2.970359513,2.927959513
47908,148.5898368,25.45600853,78.08293841,3.004167224,4.018167224,3.092167224,3.150967224
32607,110.8903578,-62.36375458,27.31549771,3.011981605,3.296981605,3.047981605,3.083381605
17358,55.77382073,49.085359,162.0021894,3.012546796,2.879546796,2.999546796,2.972846796
33977,105.9201256,-23.70909842,784.8826084,3.013042135,2.919042135,3.019042135,2.998042135
101772,302.7359945,-42.78660551,29.79426784,3.020617212,4.300617212,3.131617212,3.181317212
63608,198.3854849,14.55609658,33.95743414,3.02362775,4.20662775,3.12062775,3.17162775
23416,75.61478981,44.1482299,625.0355885,3.030123644,3.665123644,3.091123644,3.145823644
88635,268.1362998,-24.15120069,30.17310481,3.031659197,,3.684659197,3.187259197
59316,183.8727174,-20.77497099,93.60941971,3.033640086,4.771640086,3.174640086,3.189740086
60965,191.4012615,-10.40184389,28.16494763,3.035999512,3.039999512,3.054999512,3.040899512
75097,230.388339,71.19442084,150.5461839,3.047697627,3.149697627,3.080697627,3.092597627
64962,201.8739861,-18.72186704,41.62950654,3.049611765,4.216611765,3.155611765,3.211711765
100345,303.8712303,-13.31117973,105.7059947,3.054539773,4.045539773,3.173539773,3.214939773
32246,101.423627,25.77081256,276.5080974,3.056075279,4.848075279,3.166075279,3.187575279
71908,224.2821848,-52.2733995,15.53443338,3.062058059,3.384058059,3.093058059,3.128558059
56561,176.1746363,-61.92325189,123.9692359,3.08113496,3.04213496,3.08413496,3.07793496
63125,197.3863159,39.47265132,37.00094193,3.087522455,3.007522455,3.071522455,3.044622455
23685,77.28831229,-21.10691071,66.29649697,3.087756877,5.013756877,3.248756877,3.219256877
95947,291.4685853,28.73142911,120.6449935,3.094398336,4.522398336,3.244398336,3.262098336
46701,146.5880925,-55.8782121,70.75759629,3.095635912,5.131635912,3.281635912,3.216735912
43813,137.0914622,9.175868112,46.1641201,3.107809093,4.400809093,3.229809093,3.278109093
89642,271.8907811,-32.66754302,45.92846081,3.109653372,5.156653372,3.321653372,3.160853372
61941,197.9123073,9.336398762,14.02744351,3.109946987,,,3.191246987
83081,254.1307651,-54.85431393,175.3294282,3.11101576,5.22501576,3.29201576,3.23031576
31685,100.5932403,-42.90987417,126.6146941,3.117692441,2.998692441,3.108692441,3.087192441
50801,158.1305248,42.62620127,78.43546045,3.12057571,5.18657571,3.29657571,3.21497571
52943,165.8227393,-12.53776132,42.71486405,3.121927435,4.750927435,3.264927435,3.282627435
54539,171.5620346,45.7568372,47.64532058,3.12284406,4.61284406,3.25084406,3.28664406
73334,224.9822718,-40.84258711,165.5214718,3.13304857,2.89704857,3.10004857,3.07014857
36377,115.5247401,-42.26274051,53.65674925,3.142889866,5.143889866,3.330889866,3.268589866
21281,69.82421587,-55.72438761,50.3240377,3.151767254,3.010767254,3.099767254,3.088967254
17678,57.29198078,-75.9057491,62.49781576,3.152823714,5.256823714,3.344823714,3.234823714
24305,79.41930411,-14.26959479,53.55837848,3.172776264,3.044776264,3.151776264,3.135576264
19780,64.82395729,-63.82179402,46.58822587,3.174358281,4.333358281,3.282358281,3.339658281
23767,77.82721525,44.2383743,67.22910778,3.179341581,2.970341581,3.142341581,3.115341581
93747,281.8580411,18.18193253,27.85146235,3.179562173,3.213562173,3.180562173,3.183062173
45860,142.9362144,36.19639326,69.47179141,3.184151468,5.227151468,3.360151468,3.296151468
92041,279.7093732,-24.4867086,71.22561119,3.18542797,3.06442797,3.16742797,3.14932797
14879,46.41169681,-23.63820019,10.63574869,3.185846075,3.907846075,3.360846075,3.367946075
99240,266.9282827,-35.56670482,5.179043966,3.191889298,,,3.329489298
5165,14.21513538,-46.44363679,57.47662625,3.199605495,4.325605495,3.295605495,3.344205495
113136,340.606223,-13.09901827,47.49083616,3.205453538,3.300453538,3.212453538,3.231853538
87261,264.9761627,-32.08927474,39.25981933,3.210251867,4.752251867,3.341251867,3.372351867
9007,21.55079056,-52.44489954,14.03968641,3.21338752,4.30738752,3.33138752,3.37448752
67927,213.5496286,25.03646267,14.54336692,3.21992901,3.95792901,3.28792901,3.33562901
75141,230.4220077,-39.31167187,156.8429522,3.224829332,2.957829332,3.186829332,3.146529332
84380,258.0820898,37.12186168,115.9397531,3.22567066,5.09467066,3.37667066,3.37777066
83895,255.8909455,65.10392733,107.514767,3.238696756,3.110696756,3.231696756,3.204596756
50099,157.2071398,-69.3363625,111.2710466,3.246790407,3.166790407,3.244790407,3.235090407
32362,108.4856917,22.79527167,16.74856973,3.250024693,3.779024693,3.293024693,3.341724693
106032,319.7002889,70.78517116,184.9580264,3.259268706,2.987268706,3.224268706,3.173068706
99473,301.2537232,0.845149017,89.00842578,3.264047257,3.209047257,3.261047257,3.248547257
3092,5.621164524,36.67554138,30.99090833,3.26477641,4.93977641,3.41377641,3.42757641
27288,91.09313665,-8.926641255,18.88275897,3.266190611,3.402190611,3.273190611,3.293990611
12706,39.30873901,10.04137366,22.90695758,3.268160952,3.396160952,3.258160952,3.298260952
51576,160.0015585,-60.99317797,150.5047128,3.272269693,3.217269693,3.323269693,3.294769693
94376,279.013889,66.64789503,33.7659514,3.274482698,4.566482698,3.392482698,3.434082698
93194,284.0335702,33.05684342,197.352827,3.281032354,3.235032354,3.274032354,3.265332354
73714,226.2672784,-23.11388164,90.83672245,3.281573144,5.448573144,3.503573144,3.340873144
84970,260.0810221,-23.90283792,173.783335,3.283433456,3.029433456,3.242433456,3.206533456
104732,314.5280224,32.6801003,47.89396124,3.28568224,4.54468224,3.38768224,3.44998224
29655,94.70901408,24.20271376,106.2508241,3.293395917,5.341395917,3.468395917,3.277895917
85267,260.9955757,-55.82284395,347.5943536,3.304773049,3.132773049,3.292773049,3.265773049
6867,20.50441871,-43.01484766,68.3669242,3.305544077,5.386544077,3.519544077,3.428444077
5364,14.45403748,-6.483773984,33.65070985,3.309720498,4.812720498,3.434720498,3.473220498
14354,46.02555698,40.93578609,99.36139275,3.312593017,5.374593017,3.575593017,3.281493017
102395,302.9805997,-63.72449271,40.16572624,3.313935889,3.529935889,3.336935889,3.367235889
71075,219.8148608,39.18146747,29.70060346,3.319253199,3.569253199,3.341253199,3.377253199
20894,67.99075705,20.00139386,44.05272926,3.321092908,3.569092908,3.350092908,3.380792908
28103,96.00114138,-5.048852001,12.58360672,3.322154077,3.720154077,3.363154077,3.400954077
38170,117.6823073,-24.60262294,411.0844654,3.328732157,4.913732157,3.456732157,3.499632157
25281,81.36915174,-1.879185661,273.8201179,3.330869618,3.145869618,3.339869618,3.272769618
68895,213.4866329,-20.64530696,32.28574332,3.332309253,4.781309253,3.464309253,3.501009253
93864,283.2557416,-22.98564396,37.30344688,3.34278984,4.86678984,3.47078984,3.49168984
84143,254.7171316,-34.08827361,22.23311576,3.347920223,3.848920223,3.395920223,3.442820223
112623,336.2242088,-49.66861551,37.32189496,3.353371615,3.471371615,3.362371615,3.382371615
50371,155.6282327,-60.90419557,223.7191761,3.370534687,5.377534687,3.530534687,3.510334687
8796,23.85819638,39.71751737,19.21536804,3.370552223,3.952552223,3.426552223,3.471552223
8886,27.48379965,65.03251307,136.8033925,3.370766146,3.203766146,3.349766146,3.331466146
75264,230.7479129,-43.32999658,154.6509982,3.37128504,3.15128504,3.35028504,3.31508504
18724,60.31904159,14.07084495,111.5648862,3.372517176,3.244517176,3.360517176,3.339917176
43109,135.2984549,10.04194703,41.33785864,3.374526489,4.242526489,3.468526489,3.494926489
26207,84.01997533,10.45542254,321.8457715,3.378031435,3.300031435,3.505031435,3.317831435
19849,74.28586152,37.73939195,3.110585045,3.380166844,,,3.511666844
79882,243.802673,-0.196497092,35.42724727,3.386764925,4.628764925,3.498764925,3.545464925
45080,140.0046054,-58.4547419,126.0476057,3.390360292,3.165360292,3.361360292,3.326960292
10602,32.24439323,-51.92136415,43.94528082,3.391853054,3.255853054,3.366853054,3.352953054
44127,150.2324497,54.17156373,16.60092509,3.393400737,3.666400737,3.432400737,3.461400737
74395,228.7046583,-46.19884482,35.39473933,3.395131925,4.557131925,3.491131925,3.556231925
84379,256.1654089,27.61986401,27.3620796,3.39860065,3.52060065,3.41460065,3.42880065
88048,267.9413983,-6.349970113,48.60648592,3.400460518,4.687460518,3.513460518,3.567560518
54879,171.1052235,17.64756395,56.29369132,3.401662021,3.412662021,3.396662021,3.400462021
20042,65.10888352,-33.00481357,51.16914489,3.403733534,3.279733534,3.389733534,3.370433534
112029,338.0466512,13.21912401,63.80320739,3.4053963,3.3153963,3.3973963,3.3840963
109492,331.4456426,58.62694007,224.7179069,3.40942011,5.42242011,3.54742011,3.53142011
38827,121.1309967,-52.63400612,115.9327347,3.410168274,3.193168274,3.377168274,3.344068274
1599,319.3216614,-62.04495691,5.892314432,3.410821335,,,3.525121335
67464,207.9818569,-40.31688041,145.6425777,3.41122547,3.13522547,3.37022547,3.32492547
83000,252.5770957,13.56647536,29.25658947,3.419464956,4.920464956,3.551464956,3.590664956
41704,132.9217379,62.4917114,58.27515531,3.424632005,4.500632005,3.524632005,3.578732005
81693,246.7262401,35.05782671,14.331413,3.425203379,4.262203379,3.534203379,3.549003379
78384,239.9005528,-37.0239078,151.7716505,3.426960583,3.160960583,3.397960583,3.346760583
46651,153.2267973,-33.51219799,17.14910286,3.428747944,3.834747944,3.452747944,3.486447944
27321,94.96877569,-51.12172878,15.95638711,3.439254059,3.666254059,3.468254059,3.496954059
6537,18.49769205,-4.25142104,32.67951132,3.444077692,4.822077692,3.576077692,3.619777692
71681,231.192786,23.21658412,3.546941581,3.451640858,,,3.344540858
89962,270.5937075,4.415949676,21.01225159,3.455943798,4.674943798,3.577943798,3.625443798
20889,67.9601571,23.24748046,46.08579701,3.46306419,4.76706419,3.58006419,3.63226419
63090,195.4126987,5.581766971,64.2945099,3.466347153,5.481347153,3.677347153,3.516847153
67472,207.95716,-41.23805613,161.5811721,3.470407016,3.223407016,3.437407016,3.397307016
50335,156.1805856,24.94363857,81.13573587,3.471009094,3.856009094,3.515009094,3.550609094
32759,103.0149994,-32.21082969,239.2934383,3.474404208,3.344404208,3.477404208,3.438804208
33856,105.7874359,-27.70087413,370.4940882,3.474580383,5.727580383,3.659580383,3.569280383
107089,295.5114512,-73.79106291,18.84056496,3.476099521,4.769099521,3.594099521,3.644199521
90422,274.8945746,-43.56106546,76.02527786,3.477828801,3.266828801,3.448828801,3.411228801
63613,204.0880343,-65.25890055,26.25050183,3.481765077,5.024765077,3.615765077,3.641565077
49583,152.0705414,16.96929812,654.6884363,3.483630505,3.480630505,3.511630505,3.507030505
35550,118.1313446,31.17497281,18.01502944,3.497682633,3.943682633,3.576682633,3.600782633
1562,3.538185061,-7.314798159,86.77471128,3.509657839,5.077657839,3.637657839,3.681057839
46853,160.676606,56.43584637,15.78779125,3.512162654,4.090162654,3.574162654,3.619162654
48774,149.6509545,-54.40315338,589.7640253,3.512824912,3.409824912,3.516824912,3.495924912
93805,283.5745517,-0.994057731,39.90084837,3.513949287,3.413949287,3.502949287,3.486549287
40526,125.7502931,10.91698774,88.65419746,3.520395295,5.467395295,3.686395295,3.661795295
75458,231.6189472,57.46458144,34.89551027,3.52416218,5.06116218,3.66916218,3.69796218
109427,327.4546042,11.1944362,29.73069134,3.528680344,3.652680344,3.548680344,3.562080344
55219,170.8567461,33.75830522,131.5837363,3.529715874,5.379715874,3.695715874,3.677215874
93085,283.3631685,-19.60484612,114.8414627,3.533014107,5.066014107,3.669014107,3.701014107
56343,176.9924441,-27.64808257,39.5331577,3.534393777,4.739393777,3.640393777,3.696893777
57363,183.8371245,-63.01683072,37.66383695,3.535500536,3.747500536,3.556500536,3.589500536
15900,51.08417736,11.72725087,62.74120153,3.538186026,4.671186026,3.639186026,3.698186026
112748,338.0204158,28.78521548,36.27967698,3.540226119,4.719226119,3.640226119,3.698726119
92420,282.0257851,33.61269921,273.1449151,3.54297422,3.54197422,3.53997422,3.58477422
35350,114.2283328,22.32028983,28.45152768,3.545280762,3.688280762,3.558280762,3.580080762
69996,215.4875578,-44.15939994,107.8000792,3.54849407,3.32749407,3.51749407,3.48339407
60260,188.4441916,-58.04457148,68.62989682,3.549246917,5.381246917,3.712246917,3.691146917
47508,148.9507683,13.31198977,42.11705213,3.554176349,4.157176349,3.614176349,3.662376349
24674,79.78822858,-6.065813937,167.4314059,3.55607125,3.41707125,3.54107125,3.52047125
